movieId,title,genres
100,Full Moon wo Sagashite (2000),Animation
101,Fushigi Yuugi (2000),Animation
102,Fushigi Yuugi: Eikouden (2000),Animation
103,Futakoi (2000),Animation
104,Futakoi Alternative (2000),Animation
105,Gate Keepers (2000),Animation
106,Gate Keepers 21 (2000),Animation
107,Gensoumaden Saiyuuki (2000),Animation
108,Saiyuuki Reload (2000),Animation
109,Saiyuuki Reload Gunlock (2000),Animation
110,GetBackers (2000),Animation
111,Green Green (2000),Animation
112,Gunslinger Girl (2000),Animation
113,Hikaru no Go (2000),Animation
114,Hunter x Hunter (2000),Animation
115,Hunter x Hunter OVA (2000),Animation
116,Hunter x Hunter: Greed Island (2000),Animation
117,Hunter x Hunter: Greed Island Final (2000),Animation
118,Jinki:Extend (2000),Animation
119,Kamikaze Kaitou Jeanne (2000),Animation
120,Kannazuki no Miko (2000),Animation
121,Kanon (2000),Animation
122,Kareshi Kanojo no Jijou (2000),Animation
123,Kono Minikuku mo Utsukushii Sekai (2000),Animation
124,Kimi ga Nozomu Eien (2000),Animation
125,Kita e.: Diamond Dust Drops (2000),Animation
126,Loveless (2000),Animation
127,Blood+ (2000),Animation
128,Re: Cutie Honey (2000),Animation
129,Solty Rei (2000),Animation
130,Juuni Kokuki (2000),Animation
131,Shaman King (2000),Animation
132,X/1999 (2000),Animation
133,X (2000),Animation
134,Mahou Sensei Negima! (2000),Animation
135,Maria-sama ga Miteru (2000),Animation
136,Boukyaku no Senritsu (2000),Animation
137,"Ima, Soko ni Iru Boku (2000)",Animation
138,Peace Maker Kurogane (2000),Animation
139,Pita Ten (2000),Animation
140,Power Stone (2000),Animation
141,Mononoke Hime (2000),Animation
142,RahXephon (2000),Animation
143,Samurai 7 (2000),Animation
144,Scrapped Princess (2000),Animation
145,s.CRY.ed (2000),Animation
146,Shingetsutan Tsukihime (2000),Animation
147,Slam Dunk (2000),Animation
148,Tactics (2000),Animation
149,Tenjou Tenge (2000),Animation
150,Tokyo Underground (2000),Animation
151,Triangle Heart: Sweet Songs Forever (2000),Animation
152,Tsubasa Chronicle (2000),Animation
153,Ultra Maniac (2000),Animation
154,Ultra Maniac OVA (2000),Animation
155,Vandread (2000),Animation
156,Vandread: The Second Stage (2000),Animation
157,Tenkuu no Escaflowne (2000),Animation
158,Whistle! (2000),Animation
159,Xenosaga The Animation (2000),Animation
160,Initial D First Stage (2000),Animation
161,Initial D Second Stage (2000),Animation
162,Initial D Third Stage (2000),Animation
163,Love Hina (2000),Animation
164,Love Hina Again (2000),Animation
165,Love Hina Christmas Special: Silent Eve (2000),Animation
166,Love Hina Haru Special: Kimi Sakura Chiru Nakare!! (2000),Animation
167,Maburaho (2000),Animation
168,Macross Zero (2000),Animation
169,Onegai☆Teacher (2000),Animation
170,Onegai☆Twins (2000),Animation
171,Rizelmine (2000),Animation
172,Speed Grapher (2000),Animation
173,Sen to Chihiro no Kamikakushi (2000),Animation
174,Tenshi na Konamaiki (2000),Animation
175,Video Girl Ai (2000),Animation
176,Wolf&#039;s Rain (2000),Animation
177,Words Worth (2000),Animation
178,Yumeria (2000),Animation
179,Samurai Champloo (2000),Animation
180,Lodoss-tou Senki: Eiyuu Kishi Den (2000),Animation
181,Lodoss-tou Senki (2000),Animation
182,R.O.D OVA (2000),Animation
183,R.O.D the TV (2000),Animation
184,Ranma ½ (2000),Animation
185,Project A-Ko (2000),Animation
186,Kidou Senkan Nadesico (2000),Animation
187,Kidou Senkan Nadesico: The Prince of Darkness (2000),Animation
188,Mezzo Forte (2000),Animation
189,Mezzo DSA (2000),Animation
190,Dragon Ball (2000),Animation
191,Dragon Ball GT (2000),Animation
192,Elfen Lied (2000),Animation
193,FLCL (2000),Animation
194,Jigoku Shoujo (2000),Animation
195,Ninin ga Shinobuden (2000),Animation
196,Air Master (2000),Animation
197,Asagiri no Miko (2000),Animation
198,Cardcaptor Sakura (2000),Animation
199,Daa! Daa! Daa! (2000),Animation
200,E&#039;s Otherwise (2000),Animation
201,Eureka Seven (2000),Animation
202,Rekka no Honoo (2000),Animation
203,Gankutsuou (2000),Animation
204,Genshiken (2000),Animation
205,Girls Bravo: First Season (2000),Animation
206,Gokusen (2000),Animation
207,Gravitation (2000),Animation
208,Agatha Christie no Meitantei Poirot to Marple (2000),Animation
209,Great Teacher Onizuka (2000),Animation
210,Groove Adventure Rave (2000),Animation
211,Harukanaru Toki no Naka de: Hachiyou Shou (2000),Animation
212,Ichigo 100% (2000),Animation
213,InuYasha (2000),Animation
214,Konjiki no Gash Bell!! (2000),Animation
215,Kyou kara Maou! (2000),Animation
216,Madlax (2000),Animation
217,Jungle wa Itsumo Hare nochi Guu (2000),Animation
218,Jungle wa Itsumo Hare nochi Guu Deluxe (2000),Animation
219,Jungle wa Itsumo Hare nochi Guu Final (2000),Animation
220,Hoshi no Koe (2000),Animation
221,Ikkitousen (2000),Animation
222,Hitsuji no Uta (2000),Animation
223,Happy☆Lesson (2000),Animation
224,Happy☆Lesson (TV) (2000),Animation
225,Happy☆Lesson: Advance (2000),Animation
226,Happy☆Lesson: The Final (2000),Animation
227,Hajime no Ippo (2000),Animation
228,Hajime no Ippo: Champion Road (2000),Animation
229,Hajime no Ippo: Mashiba vs. Kimura (2000),Animation
230,Gunparade March: Arata Naru Kougunka (2000),Animation
231,Gungrave (2000),Animation
232,Golden Boy (2000),Animation
233,Bleach (2000),Animation
234,Hellsing (2000),Animation
235,Gad Guard (2000),Animation
236,Noir (2000),Animation
237,Mahoutsukai ni Taisetsu na Koto (2000),Animation
238,Kiddy Grade (2000),Animation
239,Love♥Love? (2000),Animation
240,Mahoromatic: Automatic Maiden (2000),Animation
241,Mahoromatic 2 (2000),Animation
242,Viewtiful Joe (2000),Animation
243,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari (2000),Animation
244,Akane Maniax (2000),Animation
245,Angel Heart (2000),Animation
246,Akage no Anne (2000),Animation
247,Area 88 (TV) (2000),Animation
248,Argento Soma (2000),Animation
249,B&#039;T X (2000),Animation
250,Grappler Baki (TV) (2000),Animation
251,Bakuten Shoot Beyblade (2000),Animation
252,Comic Party (2000),Animation
253,Seikai no Monshou (2000),Animation
254,D.C.S.S: Da Capo Second Season (2000),Animation
255,Dear Boys (2000),Animation
256,Di Gi Charat (2000),Animation
257,Divergence Eve (2000),Animation
258,Divergence Eve 2: Misaki Chronicles (2000),Animation
259,Dragon Drive (2000),Animation
260,Grenadier: Hohoemi no Senshi (2000),Animation
261,.hack//Tasogare no Udewa Densetsu (2000),Animation
262,.hack//Liminality (2000),Animation
263,3x3 Eyes (2000),Animation
264,Cinderella Boy (2000),Animation
265,Mirai Shounen Conan (2000),Animation
266,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne (2000),Animation
267,Aa! Megami-sama! Movie (2000),Animation
268,Abenobashi Mahou☆Shoutengai (2000),Animation
269,Zettai Shounen (2000),Animation
270,Akahori Gedou Hour Rabuge (2000),Animation
271,Ace wo Nerae! (2000),Animation
272,Final Fantasy VII: Advent Children (2000),Animation
273,Hand Maid May (2000),Animation
274,Happy World! (2000),Animation
275,A Kite (2000),Animation
276,Najica Dengeki Sakusen (2000),Animation
277,Paradise Kiss (2000),Animation
278,Mousou Dairinin (2000),Animation
279,Mobile Police Patlabor: On Television (2000),Animation
280,Peach Girl (2000),Animation
281,Petshop of Horrors (2000),Animation
282,Puchi Puri Yuushi (2000),Animation
283,Piano (2000),Animation
284,Planetes (2000),Animation
285,Midori no Hibi (2000),Animation
286,Mahoujin Guru Guru (2000),Animation
287,Marmalade Boy (2000),Animation
288,Matantei Loki Ragnarok (2000),Animation
289,Ginyuu Mokushiroku Meine Liebe (2000),Animation
290,Psychic Academy (2000),Animation
291,Rose of Versailles (2000),Animation
292,Serial Experiments Lain (2000),Animation
293,Mutsu Enmei Ryuu Gaiden: Shura no Toki (2000),Animation
294,Spiral: Suiri no Kizuna (2000),Animation
295,Starship Operators (2000),Animation
296,Tsukuyomi: Moon Phase (2000),Animation
297,Futatsu no Spica (2000),Animation
298,Eikoku Koi Monogatari Emma (2000),Animation
299,W: Wish (2000),Animation
300,Wild Arms: Twilight Venom (2000),Animation
301,Binzume Yousei (2000),Animation
302,Magical Canan (2000),Animation
303,Ojamajo Doremi (2000),Animation
304,Ojamajo Doremi Sharp (2000),Animation
305,Motto! Ojamajo Doremi (2000),Animation
306,Ojamajo Doremi Dokkaan! (2000),Animation
307,UG☆Ultimate Girls (2000),Animation
308,Shakugan no Shana (2000),Animation
309,Fate/stay night (2000),Animation
310,Bokusatsu Tenshi Dokuro-chan (2000),Animation
311,"Iriya no Sora, UFO no Natsu (2000)",Animation
312,I&#039;ll/CKBC (2000),Animation
313,Himiko-den (2000),Animation
314,Memories Off (2000),Animation
315,Memories Off 2nd (2000),Animation
316,Gallery Fake (2000),Animation
317,Fake (2000),Animation
318,AIKa (2000),Animation
319,Bible Black (2000),Animation
320,Boogiepop wa Warawanai: Boogiepop Phantom (2000),Animation
321,Burn Up Excess (2000),Animation
322,Cardcaptor Sakura Movie 1 (2000),Animation
323,Cardcaptor Sakura Movie 2: Fuuin Sareta Card (2000),Animation
324,Bannou Bunka Neko-Musume (2000),Animation
325,Bannou Bunka Neko-Musume (1998) (2000),Animation
326,Elfen Lied Special (2000),Animation
327,eX-Driver (2000),Animation
328,eX-Driver the Movie (2000),Animation
329,Heppoko Jikken Animation Excel♥Saga (2000),Animation
330,Fushigi Yuugi OVA (2000),Animation
331,Fushigi Yuugi OVA 2 (2000),Animation
332,Futari Ecchi (2000),Animation
333,Galaxy Angel (2000),Animation
334,Gantz (2000),Animation
335,Gilgamesh (2000),Animation
336,H2 (2000),Animation
337,Haibane Renmei (2000),Animation
338,Capeta (2000),Animation
339,Karas (2000),Animation
340,Suzuka (2000),Animation
341,Tales of Phantasia The Animation (2000),Animation
342,Yuu☆Yuu☆Hakusho (2000),Animation
343,Escaflowne (2000),Animation
344,Ai Yori Aoshi: Enishi (2000),Animation
345,Gantz 2nd Stage (2000),Animation
346,Seikai no Senki (2000),Animation
347,Seikai no Senki II (2000),Animation
348,Seikai no Senki III (2000),Animation
349,Seihou Bukyou Outlaw Star (2000),Animation
350,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen (2000),Animation
351,Hanaukyou Maid-tai (2000),Animation
352,Bastard!!: Ankoku no Hakaishin (2000),Animation
353,Blood: The Last Vampire (2000),Animation
354,Buzzer Beater (2000),Animation
355,Tantei Gakuen Q (2000),Animation
356,Final Fantasy VII: Last Order (2000),Animation
357,Gun x Sword (2000),Animation
358,Kore ga Watashi no Goshujinsama (2000),Animation
359,Hametsu no Mars (2000),Animation
360,Tonari no Yamada-kun (2000),Animation
361,Kurenai no Buta (2000),Animation
362,Ragnarök the Animation (2000),Animation
363,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!! (2000),Animation
364,Samurai Deeper Kyou (2000),Animation
365,Spriggan (2000),Animation
366,Stratos 4 (2000),Animation
367,Dirty Pair (2000),Animation
368,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu (2000),Animation
369,Final Fantasy (2000),Animation
370,Kaleido Star (2000),Animation
371,Kaleido Star: Aratanaru Tsubasa - Extra Stage (2000),Animation
372,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari (2000),Animation
373,Fullmetal Alchemist: The Conqueror of Shamballa (2000),Animation
374,Howl no Ugoku Shiro (2000),Animation
375,Iria: Zeiram The Animation (2000),Animation
376,"Kumo no Mukou, Yakusoku no Basho (2000)",Animation
377,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas (2000),Animation
378,Magic Knight Rayearth (2000),Animation
379,Perfect Blue (2000),Animation
380,Phantom The Animation (2000),Animation
381,RG Veda (2000),Animation
382,Shoujo Kakumei Utena (2000),Animation
383,Shoujo Kakumei Utena: Adolescence Mokushiroku (2000),Animation
384,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! (2000),Animation
385,Onegai☆Teacher: Himitsu na Futari (2000),Animation
386,Maria-sama ga Miteru: Haru (2000),Animation
387,Tales of Eternia The Animation (2000),Animation
388,Weiß Kreuz Glühen (2000),Animation
389,Weiß Kreuz (2000),Animation
390,Tenjou Tenge: The Ultimate Fight (2000),Animation
391,InuYasha: Guren no Houraijima (2000),Animation
392,InuYasha: Kagami no Naka no Mugenjo (2000),Animation
393,InuYasha: Tenka Hadou no Ken (2000),Animation
394,InuYasha: Toki wo Koeru Omoi (2000),Animation
395,.hack//Gift (2000),Animation
396,Fantastic Children (2000),Animation
397,Gokujou Seitokai (2000),Animation
398,Mushishi (2000),Animation
399,Buttobi!! CPU (2000),Animation
400,One Piece Movie 1 (2000),Animation
401,One Piece Movie 2: Nejimaki-jima no Daibouken (2000),Animation
402,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku (2000),Animation
403,One Piece Movie 4: Dead End no Bouken (2000),Animation
404,One Piece Movie 5: Norowareta Seiken (2000),Animation
405,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima (2000),Animation
406,One Piece Movie 7: Karakuri-jou no Mecha Kyohei (2000),Animation
407,One Piece: Taose! Kaizoku Ganzack (2000),Animation
408,Ghost in the Shell: Stand Alone Complex (2000),Animation
409,Ghost in the Shell 2: Innocence (2000),Animation
410,Karin (2000),Animation
411,Okusama wa Joshikousei (TV) (2000),Animation
412,To Heart 2 (2000),Animation
413,To Heart (2000),Animation
414,Tide-Line Blue (2000),Animation
415,Macross Plus (2000),Animation
416,Hotori: Tada Saiwai wo Koinegau (2000),Animation
417,Ginban Kaleidoscope (2000),Animation
418,Aria The Animation (2000),Animation
419,Sousei no Aquarion (2000),Animation
420,The Law of Ueki (2000),Animation
421,Yu☆Gi☆Oh! Duel Monsters (2000),Animation
422,Yu☆Gi☆Oh!: Duel Monsters GX (2000),Animation
423,Kurau Phantom Memory (2000),Animation
424,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka (2000),Animation
425,Damekko Doubutsu (2000),Animation
426,Kino no Tabi: The Beautiful World (2000),Animation
427,Girls Bravo: Second Season (2000),Animation
428,Ichigo Mashimaro (2000),Animation
429,Kamichu! (2000),Animation
430,Paniponi Dash! (2000),Animation
431,Armitage III: Dual-Matrix (2000),Animation
432,Armitage III: Poly-Matrix (2000),Animation
433,Bakuretsu Hunters (2000),Animation
434,Kamui no Ken (2000),Animation
435,Yami to Boushi to Hon no Tabibito (2000),Animation
436,Makai Toshi Shinjuku (2000),Animation
437,Doraemon (2000),Animation
438,Dragon Ball Movie 1: Shen Long no Densetsu (2000),Animation
439,Eien no Aselia (2000),Animation
440,Fatal Fury: The Motion Picture (2000),Animation
441,Fushigiboshi no☆Futagohime (2000),Animation
442,Glass no Kamen (2000),Animation
443,Gravitation: Lyrics of Love (2000),Animation
444,Tottoko Hamtarou (2000),Animation
445,I My Me! Strawberry Eggs (2000),Animation
446,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi (2000),Animation
447,Kidou Shinsengumi Moeyo Ken TV (2000),Animation
448,Majo no Takkyuubin (2000),Animation
449,Tenkuu no Shiro Laputa (2000),Animation
450,Cossette no Shouzou (2000),Animation
451,Hajimari no Boukensha-tachi: Legend of Crystania (2000),Animation
452,Keroro Gunsou (2000),Animation
453,School Rumble Ichi Gakki Hoshuu (2000),Animation
454,Mahoraba: Heartful days (2000),Animation
455,Marmalade Boy Movie (2000),Animation
456,Mermaid Melody Pichi Pichi Pitch (2000),Animation
457,Metropolis (2000),Animation
458,Tonari no Totoro (2000),Animation
459,Onegai☆Twins: Natsu wa Owaranai (2000),Animation
460,Otogizoushi (2000),Animation
461,Boku no Chikyuu wo Mamotte (2000),Animation
462,Pokemon (2000),Animation
463,Pokemon: Mewtwo no Gyakushuu (2000),Animation
464,Saishuu Heiki Kanojo (2000),Animation
465,Bishoujo Senshi Sailor Moon (2000),Animation
466,Bishoujo Senshi Sailor Moon R: The Movie (2000),Animation
467,Bishoujo Senshi Sailor Moon S (2000),Animation
468,Sensei no Ojikan: Doki Doki School Hours (2000),Animation
469,Slayers (2000),Animation
470,Slayers Next (2000),Animation
471,Slayers: The Motion Picture (2000),Animation
472,Tekken (2000),Animation
473,Shin Tenchi Muyou! (2000),Animation
474,Tenchi Muyou! Ryououki (2000),Animation
475,Tenchi Muyou! Ryououki 2nd Season (2000),Animation
476,Tenchi Muyou! Ryououki 3rd Season (2000),Animation
477,Vampire Hunter D (2000) (2000),Animation
478,Venus Senki (2000),Animation
479,Wind: A Breath of Heart (TV) (2000),Animation
480,Wonderful Days (2000),Animation
481,Yu☆Gi☆Oh! (2000),Animation
482,Grappler Baki: Saidai Tournament-hen (2000),Animation
483,Digimon Adventure (2000),Animation
484,Yami no Matsuei (2000),Animation
485,Koutetsu Tenshi Kurumi (2000),Animation
486,Koutetsu Tenshi Kurumi 2 (2000),Animation
487,Koutetsu Tenshi Kurumi Zero (2000),Animation
488,Koutetsu Tenshi Kurumi Encore (2000),Animation
489,Major S2 (2000),Animation
490,RahXephon Interlude: Her and Herself/Thatness and Thereness (2000),Animation
491,Soukyuu no Fafner: Right of Left - Single Program (2000),Animation
492,Sakura Taisen (2000),Animation
493,DNA² (2000),Animation
494,Puni Puni☆Poemii (2000),Animation
495,Steamboy (2000),Animation
496,Tetsuwan Birdy (2000),Animation
497,The Big O (2000),Animation
498,Bubblegum Crisis Tokyo 2040 (2000),Animation
499,Musekinin Kanchou Tylor (2000),Animation
500,Jin-Rou (2000),Animation
501,Kaze no Tani no Nausicaä (2000),Animation
502,Saber Marionette J (2000),Animation
503,Magikano (2000),Animation
504,Kagihime Monogatari Eikyuu Alice Rinbukyoku (2000),Animation
505,Hotaru no Haka (2000),Animation
506,Battle Programmer Shirase (2000),Animation
507,Kogepan (2000),Animation
508,Honoo no Labyrinth (2000),Animation
509,Sexy Commando Gaiden: Sugoiyo!! Masaru-san (2000),Animation
510,Noein: Mou Hitori no Kimi e (2000),Animation
511,Mimi wo Sumaseba (2000),Animation
512,Ayakashi: Japanese Classic Horror (2000),Animation
513,Hanbun no Tsuki ga Noboru Sora (2000),Animation
514,Itsudatte My Santa! (2000),Animation
515,Ginga Nagareboshi Gin (2000),Animation
516,Kage kara Mamoru! (2000),Animation
517,Amaenaide yo!! (2000),Animation
518,Mugen no Ryvius (2000),Animation
519,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo! (2000),Animation
520,X OVA (2000),Animation
521,Chobits: Chibits (2000),Animation
522,Neko no Ongaeshi (2000),Animation
523,Jinzou Ningen Kikaider The Animation (2000),Animation
524,Legend of Duo (2000),Animation
525,Nekojiru-sou (2000),Animation
526,Futari wa Precure (2000),Animation
527,Mahou no Stage Fancy Lala (2000),Animation
528,Tenshi ni Narumon! (2000),Animation
529,Kazemakase Tsukikage Ran (2000),Animation
530,Otogi Juushi Akazukin (2000),Animation
531,Sakura Taisen: Katsudou Shashin (2000),Animation
532,Saishuu Heiki Kanojo: Another Love Song (2000),Animation
533,Popotan (2000),Animation
534,PetoPeto-san (2000),Animation
535,Onmyou Taisenki (2000),Animation
536,Okusama wa Mahou Shoujo (2000),Animation
537,Nurse Witch Komugi-chan Magikarte (2000),Animation
538,Juubee Ninpuuchou (2000),Animation
539,Juubee Ninpuuchou: Ryuuhougyoku-hen (2000),Animation
540,Mermaid Forest (2000),Animation
541,Night Walker: Mayonaka no Tantei (2000),Animation
542,Natsu-iro no Sunadokei (2000),Animation
543,Shichinin no Nana (2000),Animation
544,Mouse (2000),Animation
545,Mamotte Shugogetten! (2000),Animation
546,Major S1 (2000),Animation
547,Mahoutsukai Tai! OVA (2000),Animation
548,Mahoutsukai Tai! (2000),Animation
549,Mahoromatic Summer Special (2000),Animation
550,Mahoromatic End Year Special (2000),Animation
551,Legend of Basara (2000),Animation
552,Koi Kaze (2000),Animation
553,Juubee-chan: Lovely Gantai no Himitsu (2000),Animation
554,Juubee-chan 2: Siberia Yagyuu no Gyakushuu (2000),Animation
555,Iketeru Futari (2000),Animation
556,Ichigo 100% Special 2 (2000),Animation
557,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e (2000),Animation
558,Hachimitsu to Clover Specials (2000),Animation
559,Hikaru no Go: Journey to the North Star Cup (2000),Animation
560,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary (2000),Animation
561,Hanaukyou Maid-tai: La Verite (2000),Animation
562,Gunsmith Cats (2000),Animation
563,Green Green Thirteen: Erolutions (2000),Animation
564,Galaxy Angel Z (2000),Animation
565,Galaxy Angel 3 (2000),Animation
566,Galaxy Angel 4 (2000),Animation
567,Air in Summer (2000),Animation
568,Touhai Densetsu Akagi: Yami ni Maiorita Tensai (2000),Animation
569,Azumanga Daioh: Gekijou Tanpen (2000),Animation
570,Fullmetal Alchemist: Reflections (2000),Animation
571,JoJo no Kimyou na Bouken: Adventure (2000),Animation
572,JoJo no Kimyou na Bouken (2000),Animation
573,Kashimashi: Girl Meets Girl (2000),Animation
574,Koi Koi 7 (2000),Animation
575,Kujibiki Unbalance (2000),Animation
576,Lamune (2000),Animation
577,Lemon Angel Project (2000),Animation
578,Mai-HiME Specials (2000),Animation
579,Shadow Skill: Eigi (2000),Animation
580,Shadow Skill (1996) (2000),Animation
581,Otogi Story Tenshi no Shippo (2000),Animation
582,Tenshi no Shippo Chu! (2000),Animation
583,To Heart: Remember My Memories (2000),Animation
584,Tokyo Mew Mew (2000),Animation
585,Uta Kata (2000),Animation
586,Uta Kata Special (2000),Animation
587,Kyuuketsuhime Miyu (TV) (2000),Animation
588,Yawara! (2000),Animation
589,Burn Up Scramble (2000),Animation
590,Canvas 2: Niji-iro no Sketch (2000),Animation
591,Canvas: Sepia-iro no Motif (2000),Animation
592,Tenchi Muyou! (2000),Animation
593,Kanon Kazahana (2000),Animation
594,Comic Party Revolution (2000),Animation
595,Mujin Wakusei Survive (2000),Animation
596,Rec (2000),Animation
597,Zoids Genesis (2000),Animation
598,Air Movie (2000),Animation
599,Yume de Aetara (TV) (2000),Animation
600,Ai no Kusabi (2000),Animation
601,Princess Tutu (2000),Animation
602,Baby☆Love (2000),Animation
603,Enzai (2000),Animation
604,Houkago no Shokuinshitsu (2000),Animation
605,Interstella5555: The 5tory of The 5ecret 5tar 5ystem (2000),Animation
606,Vampire Hunter D (2000),Animation
607,Kizuna (2000),Animation
608,Keiraku no Houteishiki Level-C (2000),Animation
609,MÄR (2000),Animation
610,Bishoujo Senshi Sailor Moon R (2000),Animation
611,Sensitive Pornograph (2000),Animation
612,Umi ga Kikoeru (2000),Animation
613,Papa to Kiss in the Dark (2000),Animation
614,Haru wo Daite Ita (2000),Animation
615,True Love Story (2000),Animation
616,Binchou-tan (2000),Animation
617,Osakana wa Ami no Naka (2000),Animation
618,Chijoku Shinsatsushitsu (2000),Animation
619,Boku no Sexual Harassment (2000),Animation
620,School Days ONA (2000),Animation
621,Kaze wo Mita Shounen (2000),Animation
622,RahXephon: Pluralitas Concentio (2000),Animation
623,Tokyo Godfathers (2000),Animation
624,Tenjou Tenge: The Past Chapter (2000),Animation
625,Naruto: Akaki Yotsuba no Clover wo Sagase (2000),Animation
626,Bleach: Memories in the Rain (2000),Animation
627,Zoids (2000),Animation
628,Zoids Shinseiki/Zero (2000),Animation
629,Kishin Houkou Demonbane (2000),Animation
630,Burn Up! (2000),Animation
